Lead Origin,Lead Source,Do Not Email,Do Not Call,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Specialization,What is your current occupation,Lead Profile,City,A free copy of Mastering The Interview,Last Notable Activity,ttspow_pvps,tttspow_totalvisits,pvps_totalvisits,Time_Per_Page,Time_Per_Visit,Engagement_Score,Engagement_Level,Converted
0,3,0,0,0.4824845765657923,1.4002809589127194,-0.15285579696809135,3,9,4,3,4,0,1,0.7872872090901747,1.4304453599447435,-0.06339564028894151,1.2730268917814114,0.6209437243341345,1.400228465160481,1.4632682487929747,1
1,1,0,0,-0.7115798344430262,1.7001939632441274,-0.4461857394941374,8,3,4,3,0,1,6,0.6184633130112339,0.1911339296849951,-0.6556590419358611,1.9615939741241566,2.546610124182053,1.696766292178137,-0.4243447238583948,1
1,1,0,0,-0.7115798344430262,-0.7372808174129518,-0.4461857394941374,3,13,3,1,0,1,1,-0.680778263125693,-0.6973539762109271,-0.6556590419358611,-0.6114869183723994,-0.5148227652027231,-0.7391125809041087,-1.3681512101840796,0
1,2,0,0,-0.7115798344430262,1.00403226228092,-0.4461857394941374,3,9,3,3,2,0,1,0.24738984272007583,-0.06262510682368365,-0.6556590419358611,1.2267021159390852,1.6722411483174973,1.0010603947952137,-0.4243447238583948,1
1,2,0,0,-0.3135583641067533,1.6402113623778458,0.14047414555795473,8,7,3,0,0,0,6,1.3078073707453304,0.6625426881077756,-0.30726880567296727,1.1840093121672368,1.6214455615995171,1.6386394286892243,0.51946176246729,0
0,2,0,0,-0.7115798344430262,-0.4300971947947218,-0.4461857394941374,3,10,0,0,1,0,1,-0.5170408832844248,-0.5853819731561838,-0.6556590419358611,-0.2872134874761146,-0.12900460091784086,-0.4321300831032887,-0.4243447238583948,0
1,2,0,0,0.4824845765657923,1.5784111069398588,1.313793915662139,5,0,4,0,2,1,3,2.6680871417343277,1.5927716365625666,0.8075799503682932,0.4371250933720956,0.7328081624995737,1.5805125652003118,1.4632682487929747,1
1,2,0,0,0.8805060469020651,-0.2937731019168091,1.9004538007142313,3,4,3,0,0,0,1,0.3791548347816881,0.02748254060498557,1.5740384701466599,-0.6092940295751295,-0.5122136820968237,-0.28862938886503564,1.4632682487929747,0
1,1,0,0,0.4824845765657923,-0.5446094328121684,1.313793915662139,8,5,0,0,2,1,2,-0.16098474664734752,-0.3418925582294489,0.8075799503682932,-0.6834410820328176,-0.6004333046150491,-0.5411179521449999,0.51946176246729,0
1,2,0,0,0.0844631062295195,0.2969646338874793,0.7271340306100469,2,6,0,0,2,0,0,0.5971483878247966,0.17655769260094567,0.18047752509508422,-0.09533571771499932,0.09929017084836167,0.2980886394761764,1.4632682487929747,0
1,2,0,0,2.0745704579108835,-0.3991970670757283,-0.2995207682311144,2,6,3,1,0,0,0,-0.4561237959618228,0.2769349616115588,0.47660922591854404,-0.3087628370031322,-0.6766837583849608,-0.3946655031202005,0.51946176246729,0
2,4,0,0,-1.5076227751155717,-1.0662762948916478,-1.6195055095983217,3,6,3,2,0,0,2,-0.8561419657959269,-0.8172766540387884,-0.9343712309461762,-0.9587856816400181,-0.9280363020995498,-1.0715255814813278,-1.3681512101840796,1
1,2,0,0,-0.3135583641067533,1.4620812143507067,0.14047414555795473,8,3,0,0,4,0,6,1.1653849160904994,0.5651469221370817,-0.30726880567296727,1.042979151392817,1.4536489043513583,1.4606259092544294,0.51946176246729,1
1,1,0,0,0.0844631062295195,-0.87542256486257,0.7271340306100469,3,7,0,0,4,1,2,-0.6526813162890257,-0.6781398455092256,0.18047752509508422,-0.8379026866905155,-0.7842105958868422,-0.8735309527222191,0.51946176246729,0
1,1,0,0,-0.3135583641067533,-1.0026583848819552,0.14047414555795473,3,6,3,0,0,1,1,-0.8052768034192016,-0.7824924519063977,-0.30726880567296727,-0.9084177670777254,-0.8681089245109216,-1.002499931088244,-0.4243447238583948,0
0,2,0,0,0.0844631062295195,0.26606450616848576,0.7271340306100469,5,10,3,0,1,0,2,0.5642071398093936,0.15403078074377838,0.18047752509508422,-0.11490725023063311,0.07600410412820897,0.26720874324769156,1.4632682487929747,1
1,2,0,0,0.0844631062295195,0.19154066872856015,0.7271340306100469,3,6,3,0,4,0,1,0.48476060047812736,0.09970116979413958,0.18047752509508422,-0.1621091815918674,0.019843590273723222,0.19273369940252222,1.4632682487929747,0
1,2,0,0,0.0844631062295195,1.044020662858441,0.7271340306100469,8,9,0,0,0,0,2,1.393551501608953,0.7211789145595199,0.18047752509508422,0.3778348625159109,0.6622650780238171,1.0446555424118982,1.4632682487929747,0
1,2,0,0,2.0745704579108835,0.6132365293642368,0.14047414555795473,7,6,3,3,4,0,5,0.4866983209496217,1.9376321548465543,0.9469360448734508,0.3709272628045108,-0.29520319476363627,0.617786388665196,1.4632682487929747,1
1,3,0,0,0.0844631062295195,-0.5191622688082914,0.7271340306100469,3,1,0,0,1,0,1,-0.2728881038761432,-0.4184178029207084,0.18047752509508422,-0.6122544294514439,-0.515735944289788,-0.5175039138526292,0.51946176246729,0
2,5,0,0,-1.109601304779299,1.6347583986627294,-1.0328456245462296,7,13,3,3,1,0,5,-0.1362788106357952,-0.32499737433657344,-0.8646931836935975,3.3181698063352414,4.160654160569105,1.6295571062690817,-0.4243447238583948,1
1,1,0,0,-0.7115798344430262,-0.27196124705634306,-0.4461857394941374,3,5,2,4,0,1,1,-0.4327500427744228,-0.5277395810510792,-0.6556590419358611,-0.12027982778394436,0.06961185051875528,-0.27409767299280746,-0.4243447238583948,0
0,2,0,0,0.0844631062295195,-0.8736049102908645,0.7271340306100469,8,10,3,0,1,0,6,-0.6507435958175314,-0.6768147330470393,0.18047752509508422,-0.8367514200719488,-0.7828408272562449,-0.8717144882381906,0.51946176246729,0
1,2,0,0,1.676548987574611,-0.5028033776629419,-0.05312361650923571,7,14,3,0,4,1,5,-0.4551791572319694,0.004293072516725109,0.5539518583689065,-0.4725559108557205,-0.6921317046078072,-0.49873075341019446,0.51946176246729,0
1,3,0,0,-0.3135583641067533,-0.520979923379997,0.14047414555795473,8,3,3,3,0,0,2,-0.4201548597097099,-0.5191263500468681,-0.30726880567296727,-0.5270606996775087,-0.41437306562559406,-0.5211368428206862,-0.4243447238583948,0
0,2,0,0,-0.7115798344430262,-0.39556175793231724,-0.4461857394941374,3,10,0,0,1,0,1,-0.49863253880522895,-0.5727934047654137,-0.6556590419358611,-0.2507567112215027,-0.0856285942822624,-0.39761725790674685,-0.4243447238583948,0
1,2,0,0,0.0844631062295195,-0.27741421077145956,0.7271340306100469,3,5,0,0,0,0,1,-0.01517128116740157,-0.24217784544992893,0.18047752509508422,-0.45913596918207394,-0.3335567164203584,-0.275914137476836,1.4632682487929747,0
0,2,0,0,-0.7115798344430262,-0.9099580017249745,-1.0328456245462296,5,10,0,0,1,0,2,-0.8144809756587996,-0.7602968181647769,-0.7950151364410187,-0.7112633586481794,-0.7317027983806156,-0.9125849391288323,-1.3681512101840796,0
0,2,0,0,-0.7115798344430262,0.17518177758321063,-0.4461857394941374,8,10,3,0,1,0,6,-0.19441042478062415,-0.3647507482021628,-0.6556590419358611,0.35173948582839926,0.6312169890636136,0.1727525900782085,-0.4243447238583948,1
1,1,0,0,0.0844631062295195,-0.7809045271338838,0.7271340306100469,3,3,0,0,2,1,1,-0.5519198517713222,-0.6092339974755374,0.18047752509508422,-0.7780368225250475,-0.712982627095787,-0.7790747995527361,0.51946176246729,0
1,2,0,0,0.8805060469020651,-0.4773562136590649,0.14047414555795473,3,0,3,1,0,0,1,-0.3852758912228125,-0.1732719974162407,0.31983361960024176,-0.49252270112050794,-0.6110327047327657,-0.47481699847795894,0.51946176246729,0
0,2,0,0,-0.7115798344430262,0.4914536730599681,-0.4461857394941374,8,10,4,0,1,0,6,-0.02582874376062021,-0.24946596399195364,-0.6556590419358611,0.68560680521274,1.0284498919368061,0.48881741029917103,-0.4243447238583948,1
1,1,0,0,1.278527517238338,-0.27014359248463754,-0.25258797742694694,8,14,3,0,0,1,6,-0.36176165330122917,0.1984220482270198,0.2020777197433838,-0.20164637393399565,-0.5530621394735621,-0.26744033065884293,0.51946176246729,1
1,3,0,0,0.8805060469020651,1.084009063435962,0.14047414555795473,3,14,3,3,0,1,1,0.8631005225373891,1.5341354101108224,0.31983361960024176,0.7436498305654773,0.22941819075509712,1.0855259933025398,1.4632682487929747,1
0,0,1,0,-1.5076227751155717,-1.0662762948916478,-1.6195055095983217,8,10,0,0,1,0,2,-0.8561419657959269,-0.8172766540387884,-0.9343712309461762,-0.9587856816400181,-0.9280363020995498,-1.0715255814813278,-1.3681512101840796,0
1,1,0,0,-0.3135583641067533,-0.9481287477307901,0.14047414555795473,3,1,0,0,2,0,1,-0.76167809281058,-0.7526774215072056,-0.30726880567296727,-0.8652452688814745,-0.816742600863526,-0.9480059965673885,-0.4243447238583948,0
1,2,0,0,0.4824845765657923,2.1346134058817428,1.313793915662139,3,11,0,0,0,0,2,3.4092652220808968,2.099627153348831,0.8075799503682932,0.730698081106602,1.0820991633018637,2.136350697313039,1.4632682487929747,1
1,1,0,0,-0.7115798344430262,0.19699363244367665,-0.4461857394941374,8,1,3,0,1,0,6,-0.18278410195165837,-0.3568000734290449,-0.6556590419358611,0.37476481819973306,0.6586123616755578,0.19455016388655075,-0.4243447238583948,1
1,1,0,0,-0.7115798344430262,-0.9862994937366056,-0.4461857394941374,3,9,3,4,0,1,1,-0.8135121154230525,-0.7881241798706895,-0.6556590419358611,-0.8743594629451275,-0.8275866025224207,-0.987968215216016,-1.3681512101840796,0
0,3,0,0,0.4824845765657923,-0.43918546765324934,1.313793915662139,3,10,0,0,1,0,1,-0.02050001246401089,-0.2458219047209413,0.8075799503682932,-0.6277965288020942,-0.5342278208028504,-0.43576301207134577,0.51946176246729,0
0,0,0,0,-1.5076227751155717,-1.0662762948916478,-1.6195055095983217,3,9,3,3,0,0,2,-0.8561419657959269,-0.8172766540387884,-0.9343712309461762,-0.9587856816400181,-0.9280363020995498,-1.0715255814813278,-1.3681512101840796,1
0,3,0,0,0.4824845765657923,-0.09746640817261479,1.313793915662139,3,10,0,0,1,0,1,0.4348642983371492,0.06557952389284204,0.8075799503682932,-0.4474314252266459,-0.31963073534262004,-0.09426768907398397,1.4632682487929747,0
1,2,0,0,0.4824845765657923,-0.7390984719846573,1.313793915662139,5,6,0,0,0,0,2,-0.4201548597097099,-0.5191263500468681,0.8075799503682932,-0.7860956888550144,-0.7225710075099675,-0.7354796519360516,0.51946176246729,0
0,3,0,0,-0.7115798344430262,-0.6118626519652721,-0.4461857394941374,3,10,3,0,1,0,1,-0.6139269068591398,-0.6516375962654993,-0.6556590419358611,-0.4790912572372299,-0.35729937268404344,-0.6137765315061408,-1.3681512101840796,0
0,2,0,0,-0.3135583641067533,-0.6264038885389162,-0.7395156820201835,5,10,3,0,1,0,3,-0.6802938330078194,-0.5767687421519727,-0.6208200183095718,-0.40157263825373934,-0.5136812913438922,-0.6278541312573618,-1.3681512101840796,0
2,4,0,0,-1.5076227751155717,-1.0662762948916478,-1.6195055095983217,3,10,3,0,1,0,1,-0.8561419657959269,-0.8172766540387884,-0.9343712309461762,-0.9587856816400181,-0.9280363020995498,-1.0715255814813278,-1.3681512101840796,1
1,1,0,0,-0.7115798344430262,2.096442659875927,-0.4461857394941374,8,3,3,3,4,1,6,0.8296748444041124,0.3355711880633031,-0.6556590419358611,2.379887512203388,3.0442927266323743,2.0927555496963546,-0.4243447238583948,0
0,3,0,0,-0.3135583641067533,-0.8517930554303984,-0.7395156820201835,5,10,0,0,1,0,2,-0.7703978349323043,-0.7000042011352997,-0.6208200183095718,-0.6870867596582788,-0.7259954290864605,-0.8530957272768983,-1.3681512101840796,0
0,2,0,0,0.8805060469020651,1.1603505554475932,1.9004538007142313,7,14,3,1,4,0,2,2.704419400574846,1.61761749522856,1.5740384701466599,0.04857260960583715,0.2705112496730136,1.1645421983577806,1.4632682487929747,0
1,1,0,0,-0.7115798344430262,1.0422030082867355,-0.4461857394941374,3,11,2,4,4,1,1,0.26773590767076594,-0.04871142597072737,-0.6556590419358611,1.2669964475889193,1.7201830503884,1.0392061489598126,-0.4243447238583948,0
0,2,0,0,-0.3135583641067533,-0.5736919059594565,0.14047414555795473,5,10,3,0,1,0,2,-0.46230027996471085,-0.5479475460994204,-0.30726880567296727,-0.5687941146005513,-0.4640271784847431,-0.5738143128575133,-0.4243447238583948,0
1,1,0,0,2.27358119307902,1.6202171620890853,-0.006190825705068294,8,14,3,3,0,0,6,1.1128242483012167,3.8341993663507132,0.8859677535274444,1.309977068015409,0.0360199055302998,1.6243347708774998,1.4632682487929747,1
1,1,1,0,-0.3135583641067533,1.1821624103080592,-1.0328456245462296,1,7,0,0,2,1,2,-0.2569019099863153,0.41209643275456265,-0.72533708918844,2.6015063362774757,1.1899684429613944,1.1790739142300086,-0.4243447238583948,0
2,5,0,0,-1.5076227751155717,-1.0662762948916478,-1.6195055095983217,3,4,2,1,2,0,1,-0.8561419657959269,-0.8172766540387884,-0.9343712309461762,-0.9587856816400181,-0.9280363020995498,-1.0715255814813278,-1.3681512101840796,1
1,3,0,0,2.27358119307902,-0.4482737405117768,0.7271340306100469,2,8,3,1,0,1,0,-0.1973170054878656,0.2527516591766586,1.7133945646518174,-0.5673550313273429,-0.7062642380980959,-0.4416665216444385,0.51946176246729,0
2,5,0,0,-1.5076227751155717,-1.0662762948916478,-1.6195055095983217,3,10,4,0,1,0,1,-0.8561419657959269,-0.8172766540387884,-0.9343712309461762,-0.9587856816400181,-0.9280363020995498,-1.0715255814813278,-1.3681512101840796,1
1,1,0,0,-0.7115798344430262,0.13337572243398407,-0.4461857394941374,3,0,2,4,0,1,1,-0.21669421020280857,-0.3799895415173054,-0.6556590419358611,0.30760759878334276,0.578709191557387,0.13097390694555253,-0.4243447238583948,0
0,3,0,0,0.0844631062295195,-0.5028033776629419,0.7271340306100469,0,10,3,0,1,0,2,-0.25544861963269455,-0.40649179076103165,0.18047752509508422,-0.6018930298843437,-0.5034080266144131,-0.5011557334963725,0.51946176246729,0
1,1,0,0,1.278527517238338,-0.9535817114459066,-0.5928507107571604,3,9,0,0,2,1,1,-0.8035812980066441,-0.6735019518915735,-0.08081515210208622,-0.8290065355470456,-0.8749577676639078,-0.9509577513539348,-0.4243447238583948,0
0,2,0,0,0.8805060469020651,1.3911926860541919,-0.4461857394941374,8,1,3,3,4,0,6,0.4537570729342186,1.8700514192750524,-0.0982346639152309,1.6354017655302608,0.3947688325914752,1.3916002588613456,0.51946176246729,1
2,5,1,0,-0.3135583641067533,-0.582780178817984,-0.4461857394941374,1,8,3,3,0,0,2,-0.5984251430871853,-0.5529167178326191,-0.5163029474307036,-0.4483908140754514,-0.4725882324259757,-0.5838048675196702,-1.3681512101840796,1
0,2,0,0,-0.7115798344430262,-0.8917814560079195,-0.4461857394941374,3,10,3,0,1,0,1,-0.7631313831642007,-0.7536712558538454,-0.6556590419358611,-0.7745830226693474,-0.7088733212039954,-0.8935120620465329,-1.3681512101840796,0
0,2,0,0,-0.3135583641067533,-0.14836073618036888,-0.7395156820201835,3,10,3,0,1,0,1,-0.48918615150669426,-0.3153903089857227,-0.6208200183095718,0.20399360311234052,-0.06336985403505764,-0.15012397195786098,-0.4243447238583948,0
0,3,0,0,2.27358119307902,1.4366340503468296,2.094051562781422,3,5,4,3,4,0,1,3.366349557938477,3.5163380144837717,3.2557181405876485,0.12258821588135611,-0.029859442893661513,1.4441233294170301,1.4632682487929747,1
0,3,1,0,-0.7115798344430262,-0.6736629074032592,-1.0328456245462296,6,10,0,0,1,0,4,-0.7515050603352349,-0.6741645081226667,-0.7950151364410187,-0.3371017076140046,-0.4349195950845523,-0.6764445562051247,-1.3681512101840796,0
1,3,0,0,0.0844631062295195,1.1639858645910042,0.7271340306100469,2,11,3,3,2,1,2,1.5214410527275768,0.8086363370638165,0.18047752509508422,0.45381845934131265,0.7526698076432334,1.1645421983577806,1.4632682487929747,1
0,3,0,0,-0.7115798344430262,0.6295954205095863,-0.4461857394941374,0,5,3,1,0,0,2,0.04780463415616312,-0.19911169042887378,-0.6556590419358611,0.8314339102311875,1.20195391847912,0.6268687110853386,-0.4243447238583948,1
0,5,0,0,-0.3135583641067533,-0.09201344445749828,0.14047414555795473,8,10,3,0,1,0,6,-0.07717833625521911,-0.2845814442398909,-0.30726880567296727,-0.18743704720033466,-0.010291319599415552,-0.09245122458995544,0.51946176246729,0
2,4,1,0,-0.3135583641067533,0.6168718385076478,-0.4461857394941374,1,10,3,0,1,0,2,0.04102261250593307,0.10301395094960536,-0.5163029474307036,0.8180024663479095,0.6574708878167269,0.6150616919391532,-0.4243447238583948,0
1,3,0,0,2.27358119307902,0.8495316236859521,-0.006190825705068294,3,12,3,1,2,1,1,0.5479787308606289,2.4998111169290973,0.8859677535274444,0.659127672985706,-0.2405429036950427,0.8541538296494071,1.4632682487929747,1
0,2,0,0,-0.7115798344430262,-0.9862994937366056,-0.4461857394941374,7,10,0,0,1,0,5,-0.8135121154230525,-0.7881241798706895,-0.6556590419358611,-0.8743594629451275,-0.8275866025224207,-0.987968215216016,-1.3681512101840796,0
1,1,0,0,2.27358119307902,1.7020116178158329,-0.15285579696809135,3,4,4,3,2,1,1,0.9883257080077081,3.9758207607468754,0.7204823913025697,1.546041547041513,0.06537209047166864,1.7058486145982796,1.4632682487929747,1
0,2,0,0,-0.3135583641067533,0.9804027528487483,-0.7395156820201835,3,5,3,3,4,0,1,-0.03793949670745957,0.30178082027755215,-0.6208200183095718,1.6338667433721714,0.9999130454660308,0.97790047262385,-0.4243447238583948,1
0,3,0,0,0.0844631062295195,0.6714014756588129,-0.8392478624790392,8,10,0,0,1,0,6,-0.2401987595220344,0.44953085981132596,-0.5636840195624572,1.403040256878774,0.38146250875138793,0.6698553430998734,0.51946176246729,0
1,3,1,0,0.4824845765657923,0.05158126670723644,-0.15285579696809135,1,12,3,0,2,1,4,-0.11133065956530612,0.201403551266939,-0.06339564028894151,0.052684276100718234,-0.22602987891847695,0.05241181801131904,1.4632682487929747,0
