Lead Origin,Last Activity,What is your current occupation,Lead Profile,pvps_totalvisits,Engagement_Score,Converted
1,2,3,1,1.7133945646518174,-0.4416665216444385,0
2,3,4,0,-0.9343712309461762,-1.0715255814813278,1
1,3,2,4,-0.6556590419358611,0.1309739069455525,0
0,0,3,0,0.1804775250950842,-0.5011557334963725,0
1,3,0,0,-0.0808151521020862,-0.9509577513539348,0
0,8,3,3,-0.0982346639152309,1.3916002588613456,1
2,1,3,3,-0.5163029474307036,-0.5838048675196702,1
0,3,3,0,-0.6556590419358611,-0.8935120620465329,0
0,3,3,0,-0.6208200183095718,-0.1501239719578609,0
0,3,4,3,3.2557181405876485,1.44412332941703,1
0,6,0,0,-0.7950151364410187,-0.6764445562051247,0
1,2,3,3,0.1804775250950842,1.1645421983577806,1
0,0,3,1,-0.6556590419358611,0.6268687110853386,1
0,8,3,0,-0.3072688056729672,-0.0924512245899554,0
2,1,3,0,-0.5163029474307036,0.6150616919391532,0
1,3,3,1,0.8859677535274444,0.8541538296494071,1
0,7,0,0,-0.6556590419358611,-0.987968215216016,0
1,3,4,3,0.7204823913025697,1.7058486145982796,1
0,3,3,3,-0.6208200183095718,0.97790047262385,1
0,8,0,0,-0.5636840195624572,0.6698553430998734,0
1,1,3,0,-0.0633956402889415,0.052411818011319,0
0,3,0,0,-0.6556590419358611,-0.9316578162111318,0
1,3,3,0,0.1804775250950842,-0.8971449910145899,0
0,5,0,0,-0.7950151364410187,-0.7600019224704366,0
1,3,0,0,0.1804775250950842,-1.0424621497368716,0
2,9,4,3,-0.5163029474307036,0.8003410693100622,0
0,5,0,0,-0.376946852925546,-0.6155929959901693,0
1,1,0,0,2.479853084430184,-1.0152151824764435,0
1,7,0,0,1.57403847014666,-0.5265862362727718,1
1,10,3,0,0.1804775250950842,-0.5919789576977985,0
2,9,2,3,-0.5163029474307036,1.13457053437131,1
0,3,3,0,-0.6556590419358611,1.0174085751514703,0
1,8,3,0,-0.3072688056729672,1.466075302706515,1
1,3,3,0,-0.3072688056729672,-0.63920703428254,0
1,6,0,0,0.3198336196002417,-0.5256780040307575,0
0,7,3,3,-0.3072688056729672,-0.9970505376361586,0
3,8,0,0,-0.5163029474307036,-0.5765390095835561,0
0,5,3,0,-0.8646931836935975,-0.1778250553392959,1
1,8,3,3,-0.376946852925546,0.6414004269575667,1
0,3,3,3,-0.6556590419358611,-0.3976172579067468,1
0,0,3,0,-0.6208200183095718,1.4883269926358642,1
0,3,0,0,0.3198336196002417,-0.5002475012543582,0
0,7,3,0,0.8075799503682932,0.6268687110853386,1
1,10,3,0,1.2953262811363446,0.1237080490094384,0
0,3,3,0,-0.6556590419358611,-1.0460950787049286,0
1,3,3,0,-0.3072688056729672,1.8802292050650176,1
1,8,3,0,-0.6556590419358611,-0.5647319904373708,1
0,7,3,0,-0.376946852925546,0.0401506827441265,0
1,7,3,0,0.1804775250950842,-0.1705591974031818,0
1,10,3,3,-0.3072688056729672,0.5178808420436274,1
0,2,3,0,-0.3072688056729672,-0.8953285265305614,0
1,3,3,0,-0.3072688056729672,-0.552016739049171,0
1,3,3,0,0.1804775250950842,-0.6900680398353386,0
1,7,3,0,0.8859677535274444,0.214758331271368,1
1,8,3,3,1.57403847014666,0.7067931483825934,1
1,3,0,0,1.57403847014666,-0.6065106735700266,0
1,7,0,0,0.1804775250950842,-0.9570883189875312,0
1,3,3,3,0.1804775250950842,0.1818349124983511,1
0,8,4,3,-0.6208200183095718,1.1195847023780747,1
1,8,3,0,-0.3072688056729672,-0.6464728922186541,0
1,6,0,0,0.1804775250950842,-0.5574661325012567,1
1,8,3,0,0.1804775250950842,-0.6301247118623975,0
1,3,3,0,-0.6556590419358611,-0.9316578162111318,0
1,3,2,4,0.1804775250950842,-0.279547066444893,0
0,4,0,0,-0.8646931836935975,-0.7609101547124509,0
1,3,2,3,-0.3072688056729672,-0.4829910886560873,0
1,3,3,1,-0.6556590419358611,1.9456219264900445,1
0,8,4,0,-0.7950151364410187,1.5033128246290997,1
1,8,0,0,1.57403847014666,1.1318458376452671,1
1,1,0,0,0.1804775250950842,-0.0452231480052139,0
1,3,3,0,-0.6556590419358611,1.9837676806546436,0
0,3,3,3,-0.9343712309461762,-1.0715255814813278,1
1,3,3,0,1.051453115752319,-0.1628392233460606,0
0,0,3,0,-0.6208200183095718,-0.468005256662852,0
1,3,3,1,1.57403847014666,-0.4194148317150891,0
0,3,3,0,-0.9343712309461762,-1.0715255814813278,0
1,8,3,0,-0.0808151521020862,0.6820438197877049,0
1,8,3,0,0.1804775250950842,-0.9316578162111318,0
1,8,0,0,-0.3072688056729672,-0.680985717415196,0
1,7,0,0,1.57403847014666,-0.817220553717335,0
1,3,0,0,-0.6208200183095718,1.3847885170462386,1
1,3,4,3,-0.5636840195624572,-0.3055860848234418,1
1,3,4,3,-0.3072688056729672,-0.0833689021698128,1
2,8,3,3,-0.9343712309461762,-1.0715255814813278,1
1,7,3,1,-0.3072688056729672,1.4024990457655166,0
0,3,3,0,0.8859677535274444,2.358186422425022,1
1,8,3,3,-0.0633956402889415,-0.8703521398751692,0
1,3,0,0,0.1804775250950842,-0.548383810081114,0
1,3,3,0,-0.6556590419358611,-0.7463784388402227,0
1,8,3,0,0.1804775250950842,0.9084207061097592,0
1,3,0,0,-0.2515263678709043,-0.7896102935601016,0
1,8,0,0,-0.3072688056729672,-0.8462839854617914,0
0,8,0,0,-0.7950151364410187,-0.8817050429003475,1
1,3,3,0,-0.376946852925546,-0.6846186463832531,0
1,3,3,0,2.9675994151982352,-0.5819884030356417,0
0,0,3,0,-0.6208200183095718,-0.6932468526823885,0
2,5,4,3,-0.5636840195624572,0.9332426932840088,1
2,9,3,3,-0.5163029474307036,-0.9888764474580302,1
1,3,3,3,-0.0633956402889415,1.2912405961187698,1
1,8,3,0,1.2953262811363446,-0.6682704660269964,0
0,3,0,0,0.7727409267420039,-0.6859809947462744,0
1,8,0,0,0.1804775250950842,1.7131144725343936,1
1,7,3,4,3.6992189113503127,-0.2173331578669162,0
1,5,3,4,-0.6556590419358611,-0.2777306019608645,0
2,3,3,0,-0.6556590419358611,1.7676084070552494,1
1,8,0,0,-0.6556590419358611,-0.0216091097128431,0
0,8,4,3,-0.9343712309461762,-1.0715255814813278,1
1,8,3,0,-0.6556590419358611,2.192661096317923,1
1,8,4,3,2.706306738001065,2.302557197601649,1
1,3,3,3,0.8075799503682932,2.733967512558422,0
1,5,3,0,0.5218999566327204,2.3140917470752296,1
0,8,3,0,-0.6556590419358611,-0.4266806896512031,1
0,3,3,0,-0.6556590419358611,-0.1705591974031818,0
1,3,3,1,-0.3072688056729672,-0.2886293888650356,0
1,3,0,0,-0.3072688056729672,-0.2631988860886363,0
1,7,3,3,-0.6556590419358611,-1.006132860056301,0
1,8,3,0,-0.6556590419358611,-0.4502947279435739,0
1,3,3,0,-0.6556590419358611,-0.3885349354866042,0
1,7,0,0,2.375336013551316,-0.956634202866524,0
1,6,3,0,0.1804775250950842,1.3952331878294026,1
2,8,3,3,-0.9343712309461762,-1.0715255814813278,1
1,8,0,0,1.2698937938891537,-0.8945746937696896,0
1,3,3,3,-0.3072688056729672,0.7667364763555347,1
1,0,3,0,-0.8646931836935975,1.9419889975219875,0
1,0,0,0,-0.6556590419358611,-0.8390181275256773,0
0,4,3,1,-0.5636840195624572,-1.014007233594565,0
1,3,3,3,-0.0982346639152309,0.5087985196234848,1
1,8,3,3,-0.6556590419358611,2.205376347706123,1
1,3,3,3,0.8075799503682932,1.5877784231364258,1
1,8,3,0,-0.0982346639152309,0.6486662848936808,0
1,8,3,3,0.1804775250950842,1.3716191495370318,1
1,8,4,3,0.3198336196002417,1.7013074533882082,1
1,7,3,1,-0.6556590419358611,1.90202677887336,1
1,0,3,0,-0.8646931836935975,-1.026113969380615,0
0,7,1,0,-0.3072688056729672,-0.4902569465922013,0
0,3,3,0,1.8875896827832643,-0.3090646143103565,0
1,0,3,1,-0.3072688056729672,2.2562373532589213,0
1,3,3,0,-0.6556590419358611,-0.7372961164200801,0
0,3,0,0,0.1048768438260363,0.3699025628522439,1
0,8,3,3,1.2953262811363446,-0.0306914321329857,1
0,5,3,0,-0.9343712309461762,-1.0715255814813278,0
1,8,3,0,0.8075799503682932,-0.8081382312971924,1
0,8,3,3,-0.6556590419358611,1.1536434114536094,1
0,0,3,0,-0.8646931836935975,2.670391255617424,0
1,3,3,0,0.1804775250950842,1.3807014719571744,0
1,8,0,0,-0.6556590419358611,0.1400562293656951,1
1,7,0,0,0.8075799503682932,-1.0515444721570142,0
1,3,4,3,1.382423840202068,1.194513862344251,1
1,7,3,0,0.8075799503682932,-0.8807968106583333,0
1,3,0,0,0.8075799503682932,-0.1796415198233244,0
1,3,3,0,-0.3072688056729672,-0.94618953208336,0
1,8,0,0,-0.6556590419358611,-0.8717144882381906,0
1,10,3,0,1.57403847014666,-0.2995281757692067,0
1,8,0,0,2.479853084430184,-0.0343243611010428,1
1,3,2,0,3.037277462450814,0.3884577475565953,1
2,9,3,1,-0.5163029474307036,-0.7363878841780659,1
0,5,0,0,-0.7950151364410187,-0.9361989774212032,0
1,3,3,1,2.479853084430184,1.4479106578662295,1
1,3,3,3,0.8075799503682932,-0.9934176086681016,0
1,7,3,0,2.706306738001065,-0.9507306932934312,0
1,3,4,3,-0.376946852925546,0.1836513769823796,1
1,3,3,0,2.9675994151982352,0.8875313645434312,0
0,1,3,1,-0.6556590419358611,-0.7881571219728787,0
1,7,3,1,-0.1268026632887882,-1.0563399383948493,0
1,3,3,3,-0.3072688056729672,0.659565071797852,1
1,3,2,3,-0.6556590419358611,-0.4757252307199732,0
0,8,4,3,-0.0982346639152309,0.9229524219819872,1
1,2,3,0,0.7727409267420039,-0.9838811701269518,0
1,3,3,3,0.8075799503682932,0.7776352632597058,1
2,8,3,3,-0.9343712309461762,-1.0715255814813278,1
1,3,3,4,-0.6556590419358611,-0.2686482795407219,0
0,3,3,0,-0.3072688056729672,1.1045988703848393,0
0,0,0,0,-0.6556590419358611,-0.7354796519360516,0
1,8,3,0,1.57403847014666,1.068269580704269,1
0,5,0,0,-0.6556590419358611,-0.5138709848845722,0
1,3,0,0,-0.0633956402889415,0.3012674523232263,1
1,3,3,0,-0.0982346639152309,-0.4321300831032887,0
0,8,3,0,-0.7950151364410187,1.221760829604679,1
1,3,0,0,-0.6556590419358611,-0.010710322808672,0
1,3,3,0,-0.4988834356175589,-0.6044671510254946,1
1,7,3,0,1.8875896827832643,0.7172378191657575,0
0,5,3,0,-0.9343712309461762,-1.0715255814813278,0
1,8,3,1,0.65428824641262,1.206230058266235,1
1,8,3,0,-0.376946852925546,-0.6210423894422549,0
1,8,3,0,-0.3072688056729672,1.5078539858391709,0
0,3,0,0,-0.6556590419358611,-0.7136820781277093,0
1,0,3,0,-0.6208200183095718,-0.820399366564385,0
1,8,3,0,-0.3072688056729672,0.9120536350778162,1
1,8,3,3,-0.3072688056729672,-0.4593770503637165,1
0,5,0,0,0.8075799503682932,-0.3939843289386898,0
1,3,3,0,-0.3072688056729672,-0.4902569465922013,0
1,3,3,3,-0.3072688056729672,0.8611926295250176,1
1,5,3,0,0.1804775250950842,-0.7500113678082798,0
0,3,2,1,-0.9343712309461762,-1.0715255814813278,1
1,8,3,0,0.1804775250950842,-0.6555552146387967,0
1,3,3,3,-0.6556590419358611,1.1263964441931815,1
2,8,3,0,-0.9343712309461762,-1.0715255814813278,0
1,4,3,0,-0.6556590419358611,-0.6246753184103119,0
1,8,3,0,0.8075799503682932,0.2817404591199197,1
0,3,3,0,0.9469360448734508,1.6313735707531103,1
0,2,0,0,-0.9343712309461762,-1.0715255814813278,0
1,8,3,3,-0.3072688056729672,-0.9934176086681016,0
0,5,3,0,3.3682481869005634,0.935667673370187,1
1,8,2,0,0.1804775250950842,0.5814570989846256,1
1,8,3,0,-0.3072688056729672,-0.7009668267395097,0
0,8,3,0,-0.6556590419358611,1.215403203910579,1
1,3,3,0,-0.6556590419358611,-0.9480059965673884,0
1,3,0,0,-0.6556590419358611,-0.3413068589018627,0
1,8,3,3,2.9675994151982352,1.7903142131056058,1
1,8,3,3,0.1804775250950842,-0.3158763561254634,1
1,3,0,0,0.8075799503682932,-0.2250531319240374,0
2,8,3,3,-0.9343712309461762,-1.0715255814813278,1
1,3,3,0,-0.3072688056729672,-0.4266806896512031,0
1,3,0,0,3.6992189113503127,1.3738897301420676,1
1,8,3,0,-0.6208200183095718,0.9978815819481638,1
2,3,3,3,-0.9343712309461762,-1.0715255814813278,1
0,8,0,0,-0.6556590419358611,0.8375785912326469,1
1,3,3,0,0.1804775250950842,-1.0315633628327003,0
1,3,3,1,-0.3072688056729672,-0.5610990614693137,0
1,8,3,0,0.8075799503682932,-0.5665484549213993,1
0,5,3,1,-0.9343712309461762,-1.0715255814813278,0
2,3,4,3,-0.9343712309461762,-1.0715255814813278,1
0,5,2,3,-0.9343712309461762,-1.0715255814813278,0
0,0,3,3,1.57403847014666,-0.3612879682261764,1
1,3,4,0,2.479853084430184,0.9865286789229856,1
1,8,3,0,-0.376946852925546,-0.9316578162111318,0
1,3,3,0,0.3198336196002417,1.8030294644938052,1
1,7,3,0,0.5549970290776951,-0.630351769922901,0
2,5,3,0,-0.9343712309461762,-1.0715255814813278,1
0,5,3,0,0.1804775250950842,-0.4557441213956595,0
3,3,3,0,-0.9343712309461762,-1.0715255814813278,0
2,8,3,0,-0.9343712309461762,-1.0715255814813278,1
2,3,3,0,-0.9343712309461762,-1.0715255814813278,1
1,7,3,3,-0.6556590419358611,-0.8517333789138769,0
0,3,3,0,-0.3072688056729672,-0.8353851985576203,0
0,7,3,3,-0.376946852925546,0.977446356502843,1
0,8,3,0,-0.7950151364410187,1.5668890815700978,1
0,5,3,0,2.375336013551316,-0.0484019608522638,1
1,8,0,0,-0.0633956402889415,-0.6015153962389482,0
0,3,3,4,-0.9343712309461762,-1.0715255814813278,0
1,8,3,0,0.1804775250950842,1.7676084070552494,1
1,3,3,4,2.479853084430184,-0.3522056458060338,0
1,3,3,4,-0.6556590419358611,-0.3340410009657486,0
1,3,3,0,-0.0633956402889415,-0.7540984128973439,0
1,3,3,0,3.455345745966287,-0.7463784388402227,0
1,7,3,3,1.382423840202068,-0.0461313802472281,1
1,8,3,0,2.9675994151982352,-0.9053190811927184,0
0,2,0,0,-0.376946852925546,0.6504827493777093,1
0,3,4,3,-0.3072688056729672,1.1318458376452671,1
1,3,3,3,-0.6556590419358611,0.4088929730019161,1
1,7,3,0,0.1804775250950842,-0.4303136186192602,0
0,8,0,0,-0.376946852925546,-0.7536442967763368,0
0,2,3,3,0.5539518583689065,0.5312046090339766,1
0,0,4,0,-0.6556590419358611,1.298960570175891,1
1,3,0,0,-0.0633956402889415,-0.9066814295557396,0
1,3,3,3,0.1804775250950842,0.761287082903449,1
1,8,3,0,1.494953886514983,0.4353861075014721,1
1,7,4,1,0.8859677535274444,-0.6571446210623216,1
0,8,3,0,-0.0633956402889415,1.431108361388966,1
0,8,3,0,-0.7950151364410187,-1.0451868464629144,1
1,7,3,0,-0.3072688056729672,-0.3467562523539483,0
0,8,3,0,2.479853084430184,-0.7699924771325936,0
1,7,3,0,0.3198336196002417,-0.6165012282321836,0
1,8,0,0,-0.376946852925546,-0.9589047834715596,0
1,8,3,0,0.8075799503682932,-0.5247697717887433,0
0,0,3,0,-0.8646931836935975,-1.002499931088244,0
1,8,3,0,-0.6556590419358611,-0.2268695964080659,0
1,5,3,0,3.6992189113503127,-0.5933413060608199,0
1,1,3,3,-0.8646931836935975,0.5087985196234848,1
1,8,2,0,2.375336013551316,0.9906157240120498,1
1,8,3,0,-0.3072688056729672,-0.3903513999706328,0
1,0,0,0,-0.6556590419358611,-1.0551774011250712,0
0,7,0,0,-0.0808151521020862,0.1225727587069206,0
1,8,0,0,-0.3072688056729672,-0.7354796519360516,0
3,3,3,3,-0.9343712309461762,-1.0715255814813278,0
1,7,3,0,-0.3072688056729672,-0.412148973778975,0
1,3,3,3,0.2968398640068909,1.3201768753493444,1
0,3,3,3,-0.7950151364410187,0.691353200268351,1
1,8,3,0,0.2020777197433838,0.7933749280138128,1
0,8,3,3,-0.6556590419358611,0.8266798043284758,1
1,0,3,3,-0.8646931836935975,-0.4593770503637165,0
0,3,1,0,3.6992189113503127,2.031449873360392,1
1,1,2,0,-0.8646931836935975,-1.0660761880292422,0
1,8,3,0,0.1804775250950842,1.2698971384314348,1
1,8,3,0,1.57403847014666,-0.6046942090859981,1
1,7,0,0,0.1804775250950842,1.5459997400037695,0
1,8,3,0,-0.6556590419358611,-0.4848075531401158,0
0,5,4,1,-0.6556590419358611,-0.6664540015429679,0
1,8,0,0,-0.6556590419358611,0.5778241700165685,0
2,1,3,0,-0.5163029474307036,1.141836392307424,1
1,3,2,3,-0.6556590419358611,-0.9698035703757308,0
0,8,3,0,2.479853084430184,-0.6210423894422549,1
1,8,3,0,-0.6556590419358611,-0.4630099793317735,0
0,2,3,0,-0.9343712309461762,-1.0715255814813278,0
1,3,0,0,0.1804775250950842,-1.0551774011250712,0
0,3,0,0,-0.6208200183095718,-0.7404749292671301,0
3,1,3,0,-0.5163029474307036,2.960117340819973,1
0,2,3,0,1.57403847014666,0.7067931483825934,0
0,3,3,0,-0.6208200183095718,1.466529418827522,0
1,3,0,0,0.1804775250950842,0.3126203553484045,0
1,7,0,0,-0.6556590419358611,-1.0079493245403297,0
0,5,3,0,-0.9343712309461762,-1.0715255814813278,0
0,8,0,0,-0.376946852925546,1.940172533037959,1
1,2,3,0,2.375336013551316,-0.7967853282720142,0
1,3,2,0,-0.6208200183095718,-0.733209071331016,0
1,8,3,0,0.1804775250950842,1.0882506900285829,1
1,3,3,0,0.1804775250950842,-0.9280248872430747,0
1,8,3,0,0.1804775250950842,-0.7427455098721657,0
1,8,4,0,-0.3072688056729672,2.09820494314844,1
2,3,3,3,-0.9343712309461762,-1.0715255814813278,1
1,3,3,0,-0.6556590419358611,-0.8971449910145899,0
0,3,3,0,-0.0982346639152309,0.7213248642548217,1
1,3,3,3,-0.6556590419358611,-0.8735309527222191,1
1,3,3,0,0.8075799503682932,-0.544750881113057,0
1,3,3,0,2.9675994151982352,-0.8871544363524331,0
1,3,3,3,0.8075799503682932,1.295327641207834,0
1,8,0,0,-0.3072688056729672,2.72488519013828,0
1,8,3,0,2.479853084430184,1.1245799797091531,0
0,3,4,0,1.2953262811363446,-0.593795422181827,1
1,8,3,0,-0.0633956402889415,-0.4997933851333511,0
1,8,4,0,2.375336013551316,0.3257897228576113,1
0,3,3,3,-0.6208200183095718,-0.1755544747342602,0
0,8,3,0,-0.6556590419358611,-1.0497280076729856,0
1,8,3,0,-0.3072688056729672,-0.6664540015429679,1
0,3,0,0,-0.7950151364410187,0.911145402835802,1
0,8,4,3,-0.3072688056729672,-1.0279304338646431,1
1,3,3,0,-0.3072688056729672,-0.59016249321377,1
0,7,3,0,-0.9343712309461762,-1.0715255814813278,0
2,3,4,1,-0.9343712309461762,-1.0715255814813278,1
1,3,3,0,-0.6556590419358611,0.2799239946358912,0
1,3,4,3,-0.6556590419358611,1.7385449753107929,1
1,7,3,0,0.65428824641262,-0.557556955725458,0
0,3,3,0,-0.6556590419358611,2.0128311123991,1
0,8,3,0,1.57403847014666,-1.0588103300931282,0
0,10,0,0,-0.7950151364410187,-0.7164067748537521,0
1,8,4,0,-0.6556590419358611,-0.1542110170469251,1
1,3,3,0,-0.3072688056729672,0.803065766036105,1
1,3,3,1,0.1804775250950842,0.1891007704344652,0
1,3,0,0,0.3198336196002417,-0.8599074690920052,0
1,8,0,0,-0.3072688056729672,1.7112980080503652,1
1,3,3,3,-0.6556590419358611,-0.4648264438158021,1
2,2,2,3,-0.9343712309461762,-1.0715255814813278,1
0,1,3,0,0.7727409267420039,-0.5806260546726203,0
1,1,3,0,-0.6556590419358611,-0.8026888378451069,0
1,8,0,0,0.7727409267420039,-0.7931523993039571,0
1,0,3,4,-0.8646931836935975,-0.188723842243467,0
0,6,3,0,-0.3072688056729672,-1.002499931088244,0
1,4,0,0,0.1804775250950842,-0.6446564277346256,0
0,8,0,0,-0.6208200183095718,2.1240895620458464,1
1,0,3,3,-0.8646931836935975,-0.2595659571205793,0
1,3,3,3,-0.6556590419358611,-0.4739087662359447,0
1,3,3,3,2.479853084430184,-0.9334742806951604,0
1,2,3,0,-0.6556590419358611,-0.9407401386312744,1
1,8,4,0,0.1804775250950842,0.087378759328868,1
1,8,3,3,-0.0982346639152309,0.8775408098812744,1
1,3,3,3,0.8075799503682932,2.31981361019992,1
0,3,3,0,0.1804775250950842,-0.0016280003885294,0
1,3,3,0,3.455345745966287,0.579640634500597,0
1,6,3,0,0.7727409267420039,0.2458652855603564,0
0,3,0,0,-0.6556590419358611,1.5659808493280836,0
1,3,0,0,2.479853084430184,-0.3594715037421479,0
0,2,3,0,-0.9343712309461762,-1.0715255814813278,1
1,8,4,0,0.1804775250950842,1.1154976572890103,1
1,8,3,0,2.479853084430184,-0.4793581596880302,0
1,3,3,0,0.1804775250950842,0.5778241700165685,1
1,3,3,0,-0.6556590419358611,-0.2904458533490641,0
1,8,0,0,-0.6556590419358611,-0.4066995803268894,0
0,3,3,3,-0.3072688056729672,-0.8880626685944473,1
0,0,3,0,-0.6556590419358611,-1.026113969380615,0
1,3,3,0,1.57403847014666,-0.635574105314483,0
1,3,3,3,-0.6556590419358611,-0.0742865797496702,0
0,8,0,0,0.4490863972537752,1.3748797032858633,1
1,8,3,0,-0.3525595363871435,1.4557850314044931,1
0,8,3,0,0.1804775250950842,1.8420834509004187,1
0,3,4,3,0.7727409267420039,1.1395658117023884,1
1,3,3,0,0.8075799503682932,-0.3394903944178342,1
1,3,3,3,-0.3072688056729672,1.4533600513183154,1
1,8,3,0,-0.6556590419358611,-1.0242975048965863,0
1,8,3,0,-0.6556590419358611,-0.2504836347004367,0
0,1,0,0,-0.9343712309461762,-1.0715255814813278,1
1,8,3,3,-0.3072688056729672,1.3480051112446612,1
1,3,3,0,-0.3072688056729672,-0.7536442967763368,0
0,8,3,0,-0.7950151364410187,-0.1805497520653387,0
1,7,3,3,3.037277462450814,-1.012036369629394,0
1,8,0,0,3.6992189113503127,1.0996035930537609,0
1,3,3,0,-0.6556590419358611,-1.0497280076729856,0
1,8,3,0,0.8075799503682932,-0.5429344166290284,0
